Date;Area Name;Electric;Plug-In Hybrid*;Hybrid;All Hybrids;Gas;Diesel;Electric: Difference;Plug-In Hybrid*: Difference;Hybrid: Difference;All Hybrids: Difference;Gas: Difference;Diesel: Difference;Year;Month
2024-07-31 00:00:00;Cherokee County;52.0;42.0;396.0;438.0;26973.0;2195.0;1.0;-3.0;7.0;4.0;30.0;-18.0;2024;07
2024-07-31 00:00:00;Jackson County;153.0;92.0;730.0;822.0;31087.0;2685.0;10.0;4.0;17.0;21.0;35.0;-23.0;2024;07
2024-09-30 00:00:00;Columbus County;36.0;26.0;414.0;440.0;42788.0;3197.0;-1.0;0.0;8.0;8.0;-171.0;25.0;2024;09
2024-09-30 00:00:00;Dare County;270.0;115.0;894.0;1009.0;36850.0;3010.0;16.0;1.0;-1.0;0.0;23.0;15.0;2024;09
2024-10-31 00:00:00;Dare County;228.0;106.0;1036.0;1142.0;38150.0;2719.0;10.0;0.0;12.0;12.0;78.0;-27.0;2024;10
2024-10-31 00:00:00;Yancey County;60.0;44.0;422.0;466.0;18172.0;1594.0;3.0;0.0;-7.0;-7.0;-367.0;-29.0;2024;10
2024-11-30 00:00:00;Moore County;752.0;339.0;3580.0;3919.0;90565.0;5806.0;21.0;7.0;78.0;85.0;216.0;537.0;2024;11
2024-11-30 00:00:00;Hyde County;4.0;2.0;52.0;54.0;4099.0;605.0;0.0;0.0;-1.0;-1.0;6.0;54.0;2024;11
2024-11-30 00:00:00;Durham County;4323.0;1445.0;12680.0;14125.0;195826.0;6141.0;128.0;37.0;277.0;314.0;580.0;162.0;2024;11
2024-11-30 00:00:00;Cleveland County;173.0;78.0;1230.0;1308.0;83320.0;5344.0;2.0;1.0;29.0;30.0;110.0;353.0;2024;11
2024-12-31 00:00:00;Nash County;195.0;60.0;1458.0;1518.0;82360.0;5207.0;1.0;-5.0;31.0;26.0;-328.0;-701.0;2024;12
2024-12-31 00:00:00;Cherokee County;47.0;41.0;470.0;511.0;27086.0;2003.0;3.0;0.0;1.0;1.0;-115.0;-24.0;2024;12
2024-01-31 00:00:00;Cabarrus County;1877.0;377.0;3987.0;4364.0;166407.0;10002.0;109.0;2.0;70.0;72.0;530.0;26.0;2024;01
2024-01-31 00:00:00;Robeson County;91.0;37.0;891.0;928.0;91591.0;5301.0;2.0;1.0;35.0;36.0;160.0;15.0;2024;01
2024-02-28 00:00:00;Tyrrell County;1.0;1.0;39.0;40.0;2808.0;346.0;0.0;0.0;0.0;0.0;10.0;1.0;2024;02
2024-03-31 00:00:00;Columbus County;34.0;28.0;378.0;406.0;43248.0;3195.0;2.0;2.0;3.0;5.0;218.0;1.0;2024;03
2024-04-30 00:00:00;Anson County;17.0;6.0;154.0;160.0;18378.0;1658.0;2.0;-1.0;6.0;5.0;-17.0;6.0;2024;04
2024-04-30 00:00:00;Mitchell County;38.0;20.0;208.0;228.0;14996.0;1274.0;1.0;-1.0;0.0;-1.0;28.0;7.0;2024;04
2024-06-30 00:00:00;Hertford County;20.0;10.0;150.0;160.0;16659.0;1390.0;2.0;0.0;7.0;7.0;-45.0;12.0;2024;06
2024-06-30 00:00:00;Nash County;181.0;69.0;1147.0;1216.0;80153.0;6289.0;5.0;-1.0;-3.0;-4.0;-53.0;27.0;2024;06
2024-08-31 00:00:00;Warren County;38.0;21.0;271.0;292.0;16697.0;1099.0;2.0;-1.0;10.0;9.0;-9.0;-1.0;2024;08
2024-09-30 00:00:00;Halifax County;75.0;22.0;500.0;522.0;41681.0;2327.0;1.0;0.0;13.0;13.0;-51.0;-11.0;2024;09
2024-09-30 00:00:00;Warren County;40.0;20.0;267.0;287.0;16691.0;1094.0;2.0;-1.0;-4.0;-5.0;-6.0;-5.0;2024;09
2024-11-30 00:00:00;Transylvania County;214.0;94.0;1016.0;1110.0;27189.0;2287.0;3.0;0.0;21.0;21.0;90.0;64.0;2024;11
2024-12-31 00:00:00;Wilson County;155.0;61.0;1217.0;1278.0;63906.0;3932.0;-1.0;2.0;16.0;18.0;-317.0;-91.0;2024;12
2024-12-31 00:00:00;Hoke County;202.0;82.0;1033.0;1115.0;41342.0;2109.0;17.0;0.0;6.0;6.0;-142.0;-68.0;2024;12
2024-12-31 00:00:00;Gaston County;971.0;328.0;3867.0;4195.0;166299.0;8269.0;14.0;4.0;125.0;129.0;370.0;-319.0;2024;12
2023-02-28 00:00:00;Madison County;51.0;25.0;419.0;444.0;20824.0;2067.0;-4.0;0.0;11.0;11.0;23.0;11.0;2023;02
2023-03-31 00:00:00;Caswell County;15.0;14.0;218.0;232.0;21083.0;1460.0;2.0;1.0;3.0;4.0;142.0;23.0;2023;03
2023-03-31 00:00:00;Halifax County;39.0;16.0;364.0;380.0;42437.0;2259.0;3.0;0.0;0.0;0.0;314.0;1.0;2023;03
2023-04-30 00:00:00;Pamlico County;24.0;19.0;176.0;195.0;11267.0;1016.0;-1.0;1.0;2.0;3.0;-52.0;3.0;2023;04
2023-05-31 00:00:00;Robeson County;61.0;33.0;744.0;777.0;91819.0;5217.0;1.0;-1.0;13.0;12.0;-57.0;22.0;2023;05
2023-05-31 00:00:00;Yancey County;34.0;31.0;336.0;367.0;18125.0;1776.0;0.0;-1.0;2.0;1.0;34.0;10.0;2023;05
2023-06-30 00:00:00;Wake County;13826.0;3655.0;32646.0;36301.0;790200.0;36702.0;743.0;74.0;549.0;623.0;2219.0;145.0;2023;06
2023-07-31 00:00:00;Scotland County;23.0;9.0;245.0;254.0;23761.0;1044.0;2.0;0.0;7.0;7.0;-183.0;9.0;2023;07
2023-08-30 00:00:00;Martin County;8.0;11.0;166.0;177.0;18859.0;1165.0;-1.0;0.0;-2.0;-2.0;-60.0;-26.0;2023;08
2023-09-30 00:00:00;Chowan County;27.0;14.0;175.0;189.0;12076.0;1071.0;0.0;0.0;2.0;2.0;18.0;-30.0;2023;09
2023-09-30 00:00:00;Davidson County;291.0;138.0;2150.0;2288.0;142189.0;22935.0;14.0;0.0;31.0;31.0;179.0;50.0;2023;09
2023-09-30 00:00:00;Richmond County;48.0;18.0;338.0;356.0;34348.0;2077.0;2.0;0.0;3.0;3.0;-72.0;-4.0;2023;09
2023-10-31 00:00:00;Sampson County;38.0;22.0;407.0;429.0;54495.0;5112.0;1.0;0.0;-7.0;-7.0;293.0;21.0;2023;10
2023-11-30 00:00:00;Hoke County;127.0;66.0;748.0;814.0;40376.0;2360.0;-2.0;3.0;8.0;11.0;33.0;11.0;2023;11
2023-11-30 00:00:00;Johnston County;825.0;298.0;3407.0;3705.0;173350.0;11102.0;13.0;4.0;64.0;68.0;204.0;74.0;2023;11
2024-01-31 00:00:00;Camden County;19.0;10.0;214.0;224.0;9941.0;986.0;0.0;1.0;2.0;3.0;23.0;15.0;2024;01
2024-01-31 00:00:00;Clay County;26.0;29.0;232.0;261.0;11094.0;991.0;1.0;1.0;-1.0;0.0;2.0;-9.0;2024;01
2024-01-31 00:00:00;Transylvania County;202.0;83.0;860.0;943.0;27482.0;2445.0;6.0;7.0;16.0;23.0;13.0;2.0;2024;01
2024-02-28 00:00:00;Wake County;18256.0;4338.0;37270.0;41608.0;796292.0;37022.0;351.0;70.0;578.0;648.0;1086.0;-5.0;2024;02
2024-03-31 00:00:00;Pitt County;489.0;210.0;2581.0;2791.0;115336.0;5784.0;17.0;0.0;50.0;50.0;521.0;7.0;2024;03
2024-04-30 00:00:00;Carteret County;294.0;132.0;1351.0;1483.0;62348.0;4633.0;9.0;8.0;12.0;20.0;-66.0;10.0;2024;04
2024-04-30 00:00:00;Cumberland County;1084.0;408.0;4407.0;4815.0;212389.0;9560.0;52.0;19.0;108.0;127.0;-628.0;-52.0;2024;04
2024-05-31 00:00:00;Gates County;14.0;8.0;112.0;120.0;9820.0;924.0;1.0;0.0;1.0;1.0;5.0;16.0;2024;05
2024-06-30 00:00:00;Greene County;23.0;5.0;153.0;158.0;14826.0;1378.0;1.0;0.0;3.0;3.0;-38.0;5.0;2024;06
2024-06-30 00:00:00;Tyrrell County;1.0;1.0;37.0;38.0;2780.0;355.0;0.0;0.0;1.0;1.0;-12.0;-2.0;2024;06
2024-07-31 00:00:00;Graham County;17.0;9.0;85.0;94.0;6998.0;877.0;0.0;0.0;1.0;1.0;12.0;7.0;2024;07
2024-07-31 00:00:00;Richmond County;73.0;23.0;421.0;444.0;34284.0;2152.0;4.0;-1.0;9.0;8.0;-54.0;20.0;2024;07
2024-09-30 00:00:00;Johnston County;1180.0;338.0;4250.0;4588.0;178024.0;11602.0;33.0;3.0;89.0;92.0;-34.0;48.0;2024;09
2024-09-30 00:00:00;Moore County;803.0;317.0;3179.0;3496.0;89635.0;6108.0;23.0;-3.0;41.0;38.0;-185.0;17.0;2024;09
2024-09-30 00:00:00;Washington County;16.0;6.0;93.0;99.0;9021.0;712.0;0.0;-1.0;4.0;3.0;-28.0;9.0;2024;09
2024-09-30 00:00:00;Wayne County;306.0;100.0;1436.0;1536.0;93143.0;5417.0;13.0;-4.0;37.0;33.0;-64.0;-5.0;2024;09
2024-10-31 00:00:00;Anson County;22.0;7.0;188.0;195.0;18801.0;1368.0;2.0;1.0;0.0;1.0;43.0;6.0;2024;10
2024-10-31 00:00:00;Cherokee County;44.0;41.0;462.0;503.0;27141.0;1991.0;-4.0;1.0;19.0;20.0;14.0;10.0;2024;10
2024-10-31 00:00:00;Edgecombe County;44.0;18.0;471.0;489.0;37641.0;1668.0;5.0;1.0;14.0;15.0;125.0;27.0;2024;10
2024-11-30 00:00:00;Catawba County;676.0;265.0;3250.0;3515.0;142436.0;9996.0;28.0;1.0;80.0;81.0;383.0;541.0;2024;11
2022-05-31 00:00:00;Craven County;132.0;93.0;1366.0;1459.0;79709.0;4974.0;3.0;2.0;9.0;11.0;-19.0;268.0;2022;05
2022-05-31 00:00:00;Watauga County;135.0;68.0;810.0;878.0;35621.0;2968.0;6.0;0.0;18.0;18.0;-24.0;-5.0;2022;05
2022-08-31 00:00:00;Alexander County;25.0;31.0;352.0;383.0;34582.0;2868.0;-2.0;2.0;2.0;4.0;7.0;16.0;2022;08
2022-06-30 00:00:00;Burke County;88.0;58.0;897.0;955.0;74393.0;4741.0;11.0;3.0;19.0;22.0;62.0;1.0;2022;06
2022-06-30 00:00:00;Catawba County;235.0;160.0;2018.0;2178.0;139035.0;9926.0;21.0;6.0;52.0;58.0;142.0;-191.0;2022;06
2022-05-31 00:00:00;Cherokee County;23.0;29.0;281.0;310.0;25831.0;2068.0;2.0;1.0;5.0;6.0;7.0;0.0;2022;05
2022-05-31 00:00:00;Hertford County;9.0;4.0;115.0;119.0;17046.0;1412.0;1.0;0.0;-1.0;-1.0;-121.0;-3.0;2022;05
2022-05-31 00:00:00;Swain County;13.0;11.0;183.0;194.0;13661.0;1461.0;0.0;0.0;1.0;1.0;-38.0;12.0;2022;05
2022-04-30 00:00:00;Dare County;101.0;66.0;660.0;726.0;35534.0;2775.0;3.0;-1.0;0.0;-1.0;-92.0;13.0;2022;04
2022-05-31 00:00:00;Camden County;12.0;11.0;177.0;188.0;9664.0;955.0;3.0;1.0;4.0;5.0;-26.0;17.0;2022;05
2022-05-31 00:00:00;Union County;1041.0;336.0;3457.0;3793.0;184154.0;13483.0;19.0;10.0;37.0;47.0;77.0;13.0;2022;05
2022-06-30 00:00:00;Martin County;3.0;6.0;150.0;156.0;19071.0;1158.0;1.0;0.0;3.0;3.0;2.0;-9.0;2022;06
2022-06-30 00:00:00;Watauga County;138.0;70.0;836.0;906.0;35698.0;2981.0;3.0;2.0;26.0;28.0;77.0;13.0;2022;06
2022-09-30 00:00:00;Guilford County;1463.0;589.0;8859.0;9448.0;356692.0;20386.0;48.0;9.0;83.0;92.0;-1072.0;-17.0;2022;09
2022-10-31 00:00:00;Chatham County;733.0;278.0;2562.0;2840.0;66183.0;4587.0;41.0;16.0;24.0;40.0;-198.0;-13.0;2022;10
2022-10-31 00:00:00;Columbus County;19.0;15.0;309.0;324.0;42640.0;3172.0;1.0;-1.0;5.0;4.0;-82.0;11.0;2022;10
2022-11-30 00:00:00;Avery County;29.0;7.0;192.0;199.0;15858.0;1732.0;5.0;0.0;4.0;4.0;-83.0;-5.0;2022;11
2022-11-30 00:00:00;Davie County;103.0;53.0;692.0;745.0;39712.0;3393.0;4.0;0.0;6.0;6.0;-115.0;9.0;2022;11
2022-11-30 00:00:00;Granville County;97.0;53.0;728.0;781.0;49830.0;2945.0;8.0;0.0;14.0;14.0;-201.0;4.0;2022;11
2022-11-30 00:00:00;Martin County;6.0;10.0;152.0;162.0;18846.0;1148.0;1.0;0.0;-1.0;-1.0;-129.0;-12.0;2022;11
2022-12-31 00:00:00;Surry County;79.0;45.0;725.0;770.0;67583.0;11136.0;-1.0;0.0;8.0;8.0;-9.0;159.0;2022;12
2022-11-30 00:00:00;Iredell County;671.0;275.0;2693.0;2968.0;153057.0;10889.0;9.0;2.0;2.0;4.0;-599.0;-99.0;2022;11
2022-07-31 00:00:00;Edgecombe County;27.0;22.0;277.0;299.0;36259.0;1742.0;3.0;1.0;4.0;5.0;-224.0;13.0;2022;07
2022-12-31 00:00:00;Cherokee County;30.0;31.0;298.0;329.0;25940.0;2088.0;2.0;1.0;-1.0;0.0;56.0;2.0;2022;12
2022-12-31 00:00:00;Durham County;2116.0;912.0;9209.0;10121.0;196092.0;6641.0;51.0;18.0;40.0;58.0;-355.0;-11.0;2022;12
2022-12-31 00:00:00;Edgecombe County;23.0;23.0;289.0;312.0;35802.0;1762.0;-2.0;2.0;-3.0;-1.0;-49.0;-36.0;2022;12
2022-12-31 00:00:00;New Hanover County;908.0;417.0;4270.0;4687.0;160827.0;7848.0;31.0;7.0;41.0;48.0;-157.0;23.0;2022;12
2022-11-30 00:00:00;Duplin County;27.0;26.0;345.0;371.0;45027.0;4167.0;1.0;-1.0;-1.0;-2.0;-144.0;-31.0;2022;11
2022-10-31 00:00:00;Vance County;34.0;18.0;341.0;359.0;34382.0;1887.0;1.0;1.0;4.0;5.0;-59.0;-10.0;2022;10
2018-11-01 00:00:00;Alexander County;5.0;13.0;275.0;288.0;33231.0;2481.0;0.0;0.0;0.0;0.0;-28.0;1.0;2018;11
2018-11-01 00:00:00;Buncombe County;344.0;373.0;5686.0;6059.0;195734.0;11842.0;22.0;4.0;31.0;35.0;-21.0;26.0;2018;11
2018-11-01 00:00:00;Chatham County;139.0;126.0;1901.0;2027.0;60116.0;3928.0;5.0;5.0;5.0;10.0;84.0;-1.0;2018;11
2021-09-30 00:00:00;Chowan County;18.0;10.0;149.0;159.0;11875.0;976.0;0.0;0.0;4.0;4.0;5.0;0.0;2021;09
2021-09-30 00:00:00;Davie County;59.0;29.0;580.0;609.0;39698.0;3277.0;5.0;-2.0;10.0;8.0;-6.0;18.0;2021;09
2021-09-30 00:00:00;Orange County;1062.0;503.0;5643.0;6146.0;91043.0;4022.0;23.0;11.0;17.0;28.0;-250.0;-37.0;2021;09
2019-12-01 00:00:00;Alamance County;114.0;101.0;1780.0;1881.0;129149.0;6858.0;3.0;4.0;25.0;29.0;130.0;37.0;2019;12
2019-12-01 00:00:00;Camden County;3.0;7.0;112.0;119.0;9155.0;821.0;0.0;0.0;-2.0;-2.0;10.0;5.0;2019;12
2019-12-01 00:00:00;Clay County;3.0;12.0;171.0;183.0;9998.0;807.0;0.0;0.0;3.0;3.0;55.0;-4.0;2019;12
2019-12-01 00:00:00;Hertford County;1.0;2.0;88.0;90.0;16923.0;1354.0;0.0;-1.0;3.0;2.0;7.0;11.0;2019;12
2019-12-01 00:00:00;Randolph County;37.0;66.0;1152.0;1218.0;121327.0;9288.0;1.0;1.0;4.0;5.0;-32.0;-2.0;2019;12
2019-10-01 00:00:00;Durham County;708.0;482.0;7066.0;7548.0;197653.0;6036.0;17.0;14.0;82.0;96.0;630.0;99.0;2019;10
2019-10-01 00:00:00;Mecklenburg County;1716.0;1122.0;14901.0;16023.0;732137.0;31817.0;83.0;16.0;87.0;103.0;3206.0;264.0;2019;10
2019-10-01 00:00:00;Wake County;3164.0;1734.0;21993.0;23727.0;782761.0;33074.0;157.0;35.0;195.0;230.0;3615.0;286.0;2019;10
2020-11-01 00:00:00;Craven County;55.0;54.0;1078.0;1132.0;77113.0;4438.0;3.0;2.0;-1.0;1.0;-3.0;26.0;2020;11
2018-09-01 00:00:00;Guilford County;234.0;290.0;6866.0;7156.0;367450.0;19539.0;;;;;;;2018;09
2019-11-01 00:00:00;Wilkes County;12.0;12.0;577.0;589.0;62314.0;4764.0;-1.0;0.0;10.0;10.0;-138.0;7.0;2019;11
2020-10-01 00:00:00;Jones County;2.0;4.0;52.0;56.0;8331.0;658.0;0.0;1.0;0.0;1.0;49.0;8.0;2020;10
2019-04-01 00:00:00;Vance County;10.0;10.0;229.0;239.0;35018.0;1594.0;0.0;1.0;3.0;4.0;-91.0;11.0;2019;04
2019-04-01 00:00:00;Yadkin County;3.0;12.0;238.0;250.0;36530.0;3043.0;0.0;-1.0;0.0;-1.0;101.0;41.0;2019;04
2022-01-31 00:00:00;Harnett County;164.0;121.0;1359.0;1480.0;97135.0;6237.0;4.0;2.0;17.0;19.0;57.0;36.0;2022;01
2022-01-31 00:00:00;Pender County;76.0;58.0;880.0;938.0;52197.0;3903.0;4.0;1.0;10.0;11.0;0.0;24.0;2022;01
2022-03-31 00:00:00;Beaufort County;44.0;23.0;537.0;560.0;40393.0;3459.0;2.0;0.0;10.0;10.0;205.0;30.0;2022;03
2022-03-31 00:00:00;Davie County;74.0;37.0;625.0;662.0;40034.0;3372.0;6.0;2.0;10.0;12.0;295.0;22.0;2022;03
2022-03-31 00:00:00;Duplin County;20.0;22.0;344.0;366.0;45804.0;4162.0;3.0;2.0;12.0;14.0;360.0;58.0;2022;03
2022-03-31 00:00:00;Edgecombe County;26.0;19.0;276.0;295.0;37496.0;1733.0;0.0;4.0;8.0;12.0;423.0;7.0;2022;03
2022-02-28 00:00:00;Columbus County;12.0;9.0;275.0;284.0;42890.0;3073.0;1.0;0.0;-2.0;-2.0;-40.0;-9.0;2022;02
2022-03-31 00:00:00;Durham County;1637.0;751.0;8716.0;9467.0;199887.0;6749.0;92.0;13.0;121.0;134.0;1436.0;84.0;2022;03
2022-03-31 00:00:00;Gates County;6.0;4.0;83.0;87.0;9917.0;873.0;0.0;0.0;0.0;0.0;47.0;6.0;2022;03
2022-01-31 00:00:00;Chatham County;555.0;219.0;2386.0;2605.0;65859.0;4504.0;25.0;6.0;36.0;42.0;-57.0;2.0;2022;01
2022-01-31 00:00:00;Franklin County;83.0;56.0;814.0;870.0;55961.0;3713.0;5.0;2.0;0.0;2.0;31.0;-3.0;2022;01
2022-01-31 00:00:00;Gates County;6.0;4.0;85.0;89.0;9894.0;862.0;0.0;-1.0;1.0;0.0;-39.0;4.0;2022;01
2022-01-31 00:00:00;Lenoir County;34.0;22.0;417.0;439.0;42980.0;3294.0;-1.0;-1.0;4.0;3.0;-159.0;6.0;2022;01
2022-05-31 00:00:00;Wayne County;94.0;54.0;966.0;1020.0;92155.0;5066.0;2.0;2.0;13.0;15.0;-168.0;8.0;2022;05
2022-02-28 00:00:00;Davidson County;148.0;95.0;1671.0;1766.0;140957.0;20412.0;2.0;0.0;12.0;12.0;-291.0;-63.0;2022;02
2022-02-28 00:00:00;Watauga County;120.0;62.0;758.0;820.0;35711.0;2959.0;-4.0;0.0;-7.0;-7.0;-106.0;-54.0;2022;02
2022-03-31 00:00:00;Mitchell County;18.0;10.0;154.0;164.0;14892.0;1181.0;2.0;0.0;0.0;0.0;23.0;18.0;2022;03
2022-01-31 00:00:00;Caldwell County;70.0;52.0;732.0;784.0;72590.0;5275.0;0.0;-1.0;15.0;14.0;-44.0;27.0;2022;01
2022-01-31 00:00:00;Macon County;62.0;43.0;422.0;465.0;32490.0;2915.0;4.0;1.0;-1.0;0.0;-1.0;-6.0;2022;01
2022-01-31 00:00:00;McDowell County;54.0;27.0;421.0;448.0;40373.0;2776.0;2.0;1.0;3.0;4.0;43.0;-7.0;2022;01
2022-01-31 00:00:00;Onslow County;149.0;135.0;2053.0;2188.0;129298.0;7593.0;7.0;2.0;41.0;43.0;-199.0;15.0;2022;01
2022-01-31 00:00:00;Person County;29.0;18.0;413.0;431.0;37538.0;2523.0;2.0;1.0;14.0;15.0;-42.0;9.0;2022;01
2022-01-31 00:00:00;Scotland County;15.0;8.0;214.0;222.0;24740.0;1021.0;2.0;-1.0;-1.0;-2.0;-51.0;-3.0;2022;01
2022-01-31 00:00:00;Union County;882.0;300.0;3266.0;3566.0;183926.0;13313.0;39.0;5.0;61.0;66.0;165.0;76.0;2022;01
2022-03-31 00:00:00;Chowan County;14.0;12.0;160.0;172.0;11942.0;989.0;0.0;-1.0;3.0;2.0;106.0;14.0;2022;03
2022-03-31 00:00:00;Currituck County;58.0;24.0;434.0;458.0;26394.0;2546.0;4.0;-1.0;17.0;16.0;196.0;5.0;2022;03
2022-03-31 00:00:00;Franklin County;90.0;55.0;850.0;905.0;56645.0;3762.0;4.0;-4.0;30.0;26.0;608.0;42.0;2022;03
2022-03-31 00:00:00;Union County;983.0;314.0;3371.0;3685.0;184557.0;13485.0;79.0;6.0;62.0;68.0;1106.0;149.0;2022;03
2022-02-28 00:00:00;Lincoln County;158.0;86.0;977.0;1063.0;75346.0;5937.0;-8.0;1.0;18.0;19.0;-13.0;38.0;2022;02
2018-09-01 00:00:00;Cumberland County;54.0;131.0;2439.0;2570.0;206573.0;8061.0;;;;;;;2018;09
2018-09-01 00:00:00;Pitt County;47.0;56.0;1474.0;1530.0;104412.0;4818.0;;;;;;;2018;09
2019-04-01 00:00:00;Alleghany County;2.0;4.0;94.0;98.0;10698.0;1251.0;0.0;0.0;0.0;0.0;30.0;-6.0;2019;04
2019-04-01 00:00:00;Durham County;573.0;424.0;6724.0;7148.0;196435.0;5765.0;16.0;10.0;38.0;48.0;717.0;19.0;2019;04
2019-04-01 00:00:00;Washington County;;1.0;52.0;53.0;9259.0;625.0;;0.0;0.0;0.0;-4.0;1.0;2019;04
2020-08-01 00:00:00;Beaufort County;21.0;14.0;474.0;488.0;38853.0;3148.0;0.0;1.0;5.0;6.0;-70.0;6.0;2020;08
2020-08-01 00:00:00;Forsyth County;301.0;242.0;4803.0;5045.0;264267.0;13572.0;4.0;8.0;6.0;14.0;-106.0;88.0;2020;08
2019-06-01 00:00:00;Sampson County;6.0;11.0;280.0;291.0;53493.0;4416.0;2.0;0.0;-4.0;-4.0;-143.0;38.0;2019;06
2019-07-01 00:00:00;Ashe County;9.0;13.0;195.0;208.0;25486.0;2426.0;-1.0;0.0;0.0;0.0;-16.0;-10.0;2019;07
2019-07-01 00:00:00;Johnston County;83.0;138.0;1891.0;2029.0;153690.0;9113.0;8.0;0.0;15.0;15.0;818.0;34.0;2019;07
2019-07-01 00:00:00;Warren County;12.0;10.0;114.0;124.0;16641.0;899.0;0.0;0.0;0.0;0.0;-4.0;7.0;2019;07
2019-02-01 00:00:00;Wake County;2297.0;1448.0;20806.0;22254.0;765955.0;31712.0;39.0;26.0;156.0;182.0;4195.0;-20.0;2019;02
2019-11-01 00:00:00;Moore County;88.0;84.0;1703.0;1787.0;81975.0;11868.0;1.0;0.0;-2.0;-2.0;-135.0;21.0;2019;11
2020-12-01 00:00:00;Alexander County;14.0;22.0;306.0;328.0;33595.0;2729.0;2.0;1.0;4.0;5.0;23.0;13.0;2020;12
2020-12-01 00:00:00;Hyde County;3.0;1.0;25.0;26.0;3498.0;515.0;0.0;;1.0;2.0;-17.0;1.0;2020;12
2020-12-01 00:00:00;Person County;14.0;13.0;352.0;365.0;36913.0;2437.0;1.0;0.0;8.0;8.0;-4.0;6.0;2020;12
2021-08-31 00:00:00;Stokes County;21.0;25.0;429.0;454.0;44668.0;3355.0;1.0;-2.0;12.0;10.0;47.0;22.0;2021;08
2021-12-31 00:00:00;Carteret County;123.0;68.0;941.0;1009.0;60413.0;4266.0;9.0;2.0;14.0;16.0;103.0;17.0;2021;12
2021-12-31 00:00:00;Washington County;3.0;3.0;55.0;58.0;9440.0;690.0;1.0;0.0;-1.0;-1.0;4.0;-8.0;2021;12
2021-01-31 00:00:00;Guilford County;707.0;380.0;7284.0;7664.0;356189.0;20231.0;35.0;7.0;50.0;57.0;1625.0;117.0;2021;01
2021-01-31 00:00:00;Stokes County;10.0;19.0;391.0;410.0;43881.0;3220.0;1.0;0.0;6.0;6.0;227.0;5.0;2021;01
2018-12-31 00:00:00;Beaufort County;18.0;9.0;439.0;448.0;38779.0;2957.0;2.0;1.0;-5.0;-4.0;-92.0;-13.0;2018;12
2018-12-31 00:00:00;Burke County;22.0;29.0;635.0;664.0;70141.0;4125.0;2.0;1.0;-8.0;-7.0;221.0;14.0;2018;12
2018-12-31 00:00:00;Mitchell County;4.0;7.0;126.0;133.0;14272.0;1093.0;1.0;0.0;0.0;0.0;-31.0;13.0;2018;12
2021-05-31 00:00:00;Clay County;6.0;14.0;186.0;200.0;10430.0;885.0;0.0;0.0;0.0;0.0;43.0;-2.0;2021;05
2020-01-31 00:00:00;Chatham County;265.0;163.0;2097.0;2260.0;64321.0;4197.0;5.0;2.0;14.0;16.0;397.0;22.0;2020;01
2020-01-31 00:00:00;Stanly County;19.0;31.0;376.0;407.0;53520.0;4479.0;2.0;1.0;6.0;7.0;120.0;49.0;2020;01
2021-02-28 00:00:00;Moore County;152.0;104.0;1801.0;1905.0;82920.0;12044.0;1.0;0.0;22.0;22.0;253.0;-166.0;2021;02
2021-02-28 00:00:00;Polk County;15.0;18.0;388.0;406.0;18014.0;1731.0;-1.0;0.0;5.0;5.0;59.0;-7.0;2021;02
2022-12-31 00:00:00;Avery County;30.0;7.0;189.0;196.0;15818.0;1717.0;1.0;0.0;-3.0;-3.0;-40.0;-15.0;2022;12
2022-12-31 00:00:00;Hoke County;79.0;51.0;584.0;635.0;39570.0;2325.0;1.0;1.0;1.0;2.0;-37.0;2.0;2022;12
2022-12-31 00:00:00;Washington County;10.0;4.0;59.0;63.0;9070.0;675.0;0.0;0.0;0.0;0.0;1.0;-3.0;2022;12
2022-11-30 00:00:00;Macon County;88.0;51.0;466.0;517.0;32543.0;3010.0;1.0;3.0;0.0;3.0;-132.0;17.0;2022;11
2022-07-31 00:00:00;Cleveland County;80.0;40.0;773.0;813.0;82295.0;5526.0;10.0;2.0;-3.0;-1.0;-390.0;11.0;2022;07
2022-05-31 00:00:00;Guilford County;1240.0;548.0;8532.0;9080.0;360218.0;20524.0;46.0;5.0;76.0;81.0;-1335.0;-44.0;2022;05
2022-05-31 00:00:00;Wilson County;58.0;35.0;626.0;661.0;62074.0;4283.0;0.0;1.0;12.0;13.0;-222.0;12.0;2022;05
2022-04-30 00:00:00;Stanly County;46.0;44.0;436.0;480.0;54888.0;4907.0;-1.0;-1.0;0.0;-1.0;-214.0;2.0;2022;04
2022-06-30 00:00:00;Caswell County;8.0;10.0;208.0;218.0;21195.0;1479.0;1.0;1.0;-2.0;-1.0;20.0;-5.0;2022;06
2022-06-30 00:00:00;Davie County;84.0;46.0;652.0;698.0;39835.0;3355.0;4.0;-1.0;13.0;12.0;63.0;-33.0;2022;06
2022-09-30 00:00:00;Duplin County;26.0;27.0;344.0;371.0;45333.0;4198.0;2.0;1.0;0.0;1.0;7.0;-8.0;2022;09
2022-09-30 00:00:00;Yancey County;25.0;25.0;316.0;341.0;18094.0;1747.0;1.0;0.0;1.0;1.0;-42.0;14.0;2022;09
2022-10-31 00:00:00;Dare County;123.0;82.0;675.0;757.0;35513.0;2835.0;5.0;1.0;11.0;12.0;-79.0;-6.0;2022;10
2022-10-31 00:00:00;Gates County;4.0;5.0;84.0;89.0;9753.0;887.0;-1.0;1.0;-1.0;0.0;-3.0;1.0;2022;10
